Order Date,Product Name,Products,Category,Product_Category,Region,Quantity,Sales,Profit
07/01/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,6,"$3,570 ",$266 
3/27/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,3,"$1,758 ",$246 
08/06/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,4,"$3,072 ",$394 
8/16/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,5,"$2,185 ",$136 
02/03/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,8,"$7,664 ","$1,252 "
3/13/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,5,"$1,710 ",$338 
8/17/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,2,"$1,878 ",$386 
7/22/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,1,$569 ,$141 
04/05/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,3,"$1,488 ",$296 
4/20/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,9,"$9,918 ","$1,956 "
12/19/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,3,$432 ,$37 
9/18/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,9,"$9,828 ","$1,301 "
12/28/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,5,"$3,625 ",$246 
5/17/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,3,"$2,187 ",$491 
10/24/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,5,"$5,105 ","$1,003 "
12/09/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,3,"$1,392 ",$346 
11/07/2022,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,2,$744 ,$111 
06/05/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,4,"$1,724 ",$233 
10/26/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,5,"$1,940 ",$423 
7/28/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,4,$356 ,$59 
5/26/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,5,"$1,095 ",$270 
12/07/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,8,"$4,064 ",$544 
11/20/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,7,"$5,453 ","$1,592 "
3/31/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,8,"$7,104 ",$529 
4/17/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,9,"$2,745 ",$661 
05/06/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,5,"$1,030 ",$65 
2/25/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,9,"$8,973 ",$472 
12/14/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,2,$794 ,$129 
12/20/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,6,"$2,142 ",$476 
10/13/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,2,$414 ,$51 
6/14/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,3,"$1,416 ",$221 
04/02/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,3,"$2,103 ",$541 
6/20/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,3,$861 ,$173 
5/19/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,3,"$2,367 ",$222 
1/16/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,5,"$2,435 ",$689 
05/07/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,4,"$2,456 ",$164 
07/01/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,4,"$3,216 ",$962 
7/25/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,4,"$4,324 ",$833 
9/27/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,4,"$2,628 ",$728 
08/12/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,8,"$8,992 ","$2,019 "
7/24/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,6,$360 ,$22 
7/26/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,3,"$2,067 ",$479 
12/03/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,9,"$3,573 ",$550 
8/15/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,8,"$1,800 ",$143 
11/28/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,8,"$3,912 ",$334 
08/03/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,8,"$5,640 ",$747 
09/02/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,1,$552 ,$116 
4/25/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,7,"$1,428 ",$290 
01/12/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,1,$349 ,$42 
10/30/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,6,"$6,402 ","$1,366 "
06/09/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,9,$657 ,$186 
1/13/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,7,"$5,327 ",$951 
1/27/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,4,"$4,196 ","$1,152 "
11/04/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,4,"$2,892 ",$863 
08/07/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,9,"$2,772 ",$433 
7/13/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,6,"$4,692 ","$1,045 "
12/07/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,6,"$2,742 ",$334 
1/16/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,8,"$8,896 ","$1,155 "
11/21/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,2,"$2,344 ",$385 
1/26/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,7,"$4,186 ",$656 
11/14/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,9,"$5,238 ","$1,152 "
10/20/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,3,"$2,982 ",$452 
5/14/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,4,"$2,580 ",$603 
1/17/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,5,"$2,675 ",$672 
7/30/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,4,"$2,396 ",$609 
9/30/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,5,"$1,600 ",$242 
09/09/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,4,$304 ,$35 
5/24/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,9,"$2,070 ",$457 
09/12/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,5,"$1,230 ",$158 
5/29/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,6,"$6,234 ",$759 
1/27/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,2,$396 ,$46 
8/17/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,9,"$2,349 ",$244 
7/15/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,9,"$5,949 ",$627 
1/15/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,7,"$5,957 ","$1,434 "
12/04/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,3,"$1,989 ",$300 
11/19/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,1,"$1,138 ",$243 
4/15/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,9,"$3,321 ",$690 
10/03/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,4,"$4,480 ",$593 
2/14/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,3,"$1,533 ",$441 
02/10/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,1,$109 ,$10 
04/07/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,4,"$2,380 ",$595 
8/22/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,8,"$2,592 ",$432 
12/08/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,6,"$5,112 ","$1,289 "
04/02/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,8,"$9,392 ","$1,753 "
10/21/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,2,"$2,386 ",$382 
12/03/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,5,$465 ,$71 
4/19/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,2,$604 ,$103 
10/02/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,2,"$2,216 ",$650 
06/06/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,4,"$1,168 ",$220 
1/26/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,7,"$4,088 ",$230 
2/24/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,7,"$2,597 ",$152 
8/22/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,3,"$2,151 ",$322 
09/08/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,6,$462 ,$71 
10/23/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,7,"$5,957 ","$1,078 "
12/13/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,6,"$6,978 ","$2,029 "
10/20/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,1,$282 ,$73 
12/05/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,1,$157 ,$28 
7/14/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,8,"$3,304 ",$404 
2/13/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,3,"$3,051 ",$201 
6/16/2024,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,9,"$8,082 ","$1,784 "
10/14/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,3,$510 ,$110 
4/20/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,8,"$3,976 ","$1,170 "
12/26/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,9,$828 ,$60 
04/05/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,7,"$2,457 ",$388 
08/02/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,4,"$3,924 ",$298 
11/30/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,2,"$2,018 ",$228 
09/08/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,3,"$2,043 ",$480 
06/07/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,5,"$1,035 ",$187 
08/12/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,6,"$2,724 ",$676 
05/02/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,1,"$1,120 ",$127 
10/26/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,6,"$3,438 ",$632 
9/27/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,5,"$3,170 ",$379 
6/25/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,4,$660 ,$84 
11/05/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,7,"$4,669 ","$1,088 "
08/12/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,5,"$1,045 ",$89 
2/27/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,4,"$2,724 ",$229 
9/14/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,8,"$5,312 ","$1,583 "
11/23/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,4,"$4,252 ",$445 
10/09/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,7,"$8,057 ","$1,652 "
6/20/2023,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,7,"$2,023 ",$274 
3/16/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,8,"$9,416 ","$2,126 "
11/27/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,8,"$7,560 ",$494 
01/08/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,2,$828 ,$50 
12/07/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,1,$527 ,$27 
09/11/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,2,"$1,160 ",$206 
3/29/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,5,"$5,430 ",$311 
1/15/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,7,"$6,874 ",$455 
07/12/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,8,"$8,952 ","$1,825 "
06/06/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,8,$416 ,$68 
11/18/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,South,3,"$1,680 ",$140 
8/27/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,7,"$4,340 ",$384 
1/16/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,9,"$7,650 ","$2,131 "
04/03/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,8,"$6,328 ",$413 
8/19/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,West,2,"$1,312 ",$344 
1/21/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,9,"$8,055 ","$2,300 "
3/19/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,2,$840 ,$154 
3/16/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,9,"$9,423 ","$2,795 "
12/30/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,8,"$6,520 ","$1,113 "
10/20/2022,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,North,3,"$1,950 ",$116 
10/16/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,6,"$5,928 ","$1,177 "
7/29/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,7,"$4,809 ","$1,419 "
06/04/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,4,$356 ,$23 
4/28/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,2,$570 ,$94 
5/13/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,7,"$7,791 ",$908 
05/10/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,4,"$4,168 ",$494 
8/21/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,North,2,$684 ,$184 
01/05/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,East,7,"$3,857 ",$448 
09/07/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,5,"$3,250 ",$700 
08/03/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,North,6,"$1,194 ",$80 
05/07/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,6,"$3,486 ",$321 
08/05/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,7,"$1,554 ",$371 
7/19/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,3,"$2,601 ",$463 
11/15/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,4,"$3,616 ",$746 
02/01/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,5,"$3,350 ",$986 
12/20/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,5,"$2,545 ",$588 
8/26/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,1,$545 ,$68 
12/19/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,7,"$1,470 ",$179 
11/30/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,3,"$3,126 ",$871 
12/27/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,3,"$1,368 ",$302 
12/21/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,9,"$7,083 ","$1,353 "
1/28/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,2,"$1,994 ",$454 
09/03/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,4,"$4,716 ","$1,084 "
2/29/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,South,1,$975 ,$126 
4/21/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,9,"$9,891 ","$1,774 "
5/24/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,2,$626 ,$159 
5/19/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,8,"$5,632 ","$1,620 "
09/10/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,3,"$2,568 ",$735 
09/12/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,7,"$5,285 ",$629 
11/08/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,East,2,$516 ,$123 
5/31/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,3,"$2,139 ",$503 
01/05/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,9,"$8,136 ","$1,924 "
10/25/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,West,5,"$2,130 ",$319 
04/01/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,South,5,"$3,445 ",$202 
12/16/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,8,"$5,376 ",$430 
08/05/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,6,"$3,006 ",$730 
12/31/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,7,"$3,941 ","$1,114 "
03/10/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,5,"$3,350 ",$390 
05/05/2024,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,3,"$2,019 ",$265 
06/09/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,North,8,"$2,416 ",$403 
5/13/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,8,"$6,160 ",$685 
04/07/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,4,"$2,796 ",$683 
12/19/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,7,"$7,700 ","$1,573 "
6/17/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,5,"$2,095 ",$194 
9/25/2024,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,North,5,"$5,990 ","$1,549 "
12/27/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,2,"$1,206 ",$307 
3/15/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,South,5,"$1,330 ",$286 
7/25/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,6,"$2,706 ",$767 
1/14/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,3,$426 ,$51 
11/13/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,1,$414 ,$50 
6/29/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,5,"$5,465 ",$546 
5/22/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,3,$726 ,$71 
4/30/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,East,1,"$1,001 ",$226 
2/16/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,West,9,"$7,362 ","$1,867 "
5/14/2022,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,East,4,"$2,284 ",$577 
12/17/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,East,4,"$2,940 ",$566 
5/16/2023,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,South,4,"$3,068 ",$869 
08/07/2024,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,North,3,"$3,477 ",$862 
08/04/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,9,"$4,014 ",$204 
08/07/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,8,"$7,200 ",$805 
04/03/2024,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,3,$735 ,$135 
1/31/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,3,"$2,964 ",$447 
3/25/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,9,"$3,699 ",$276 
5/14/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,West,3,"$1,563 ",$222 
7/13/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,2,$124 ,$32 
07/03/2023,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,North,2,$416 ,$72 
03/07/2023,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,South,8,"$2,624 ",$294 
11/04/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,4,"$1,636 ",$135 
12/24/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,8,"$8,200 ","$1,979 "
03/10/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,East,5,"$5,615 ",$716 
9/30/2022,Printer,HP LaserJet Pro M404dn,Office,Computer Accessories,East,5,"$3,085 ",$414 
12/07/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,South,6,"$3,198 ",$914 
2/13/2022,Camera,Canon EOS 90D DSLR Camera,Electronics,Consumer Electronics,West,4,"$1,848 ",$375 
04/11/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,4,$652 ,$116 
11/22/2022,Mouse,Logitech MX Master 3S Wireless Mouse,Accessories,Computer Accessories,South,6,"$2,940 ",$610 
5/29/2022,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,East,4,"$3,912 ",$455 
10/09/2022,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,South,8,"$9,392 ",$891 
10/21/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,West,1,$312 ,$43 
11/24/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,9,"$7,731 ","$1,460 "
6/23/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,1,"$1,081 ",$229 
8/16/2023,Smartphone,Samsung Galaxy S23 Smartphone,Electronics,Laptops & Mobile,West,6,"$1,926 ",$393 
7/26/2022,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,3,$936 ,$89 
12/29/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,South,9,"$8,550 ","$1,971 "
8/24/2023,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,North,4,"$2,468 ",$458 
09/04/2023,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,3,$801 ,$90 
01/03/2023,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,9,"$2,655 ",$701 
11/30/2023,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,West,8,"$3,928 ",$700 
07/11/2024,Monitor,Dell UltraSharp U2723QE 27' Monitor,Accessories,Computer Accessories,East,8,"$6,488 ","$1,438 "
02/03/2024,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,9,"$7,695 ","$1,749 "
7/19/2023,Headphones,Sony WH-1000XM5 Noise Cancelling Headphones,Accessories,Consumer Electronics,West,2,"$1,856 ",$468 
4/14/2022,Smartwatch,Apple Watch Series 9,Electronics,Consumer Electronics,North,7,"$1,519 ",$404 
1/19/2024,Tablet,Apple iPad 10th Generation,Electronics,Laptops & Mobile,West,3,"$3,549 ",$996 
09/12/2024,Laptop,Lenovo ThinkPad X1 Carbon Gen 11,Electronics,Laptops & Mobile,East,3,"$1,656 ",$379 
8/24/2024,Keyboard,Microsoft Surface Keyboard,Accessories,Computer Accessories,North,7,$812 ,$176 
